chen_sample_label,sample,assay,assay_set,treatment,rep,timept,total_raw_count,bias_prevalence,normalization_factor
hBFA1-48Hr-R2-Time8,hBFA1:48Hr-R2-8,hBFA1:48Hr-R2,hBFA1,48Hr,R2,8,2527232,-0.1113838306574796,903.0810531750129
hBFA1-48Hr-R2-Time16,hBFA1:48Hr-R2-16,hBFA1:48Hr-R2,hBFA1,48Hr,R2,16,2122894,-0.09757744037037513,839.6914606110208
hBFA1-48Hr-R2-Time24,hBFA1:48Hr-R2-24,hBFA1:48Hr-R2,hBFA1,48Hr,R2,24,2181970,-0.14464451244680124,730.9646289507441
hBFA1-48Hr-R2-Time40,hBFA1:48Hr-R2-40,hBFA1:48Hr-R2,hBFA1,48Hr,R2,40,2019366,-0.16212439542364263,560.1032524522458
hBFA1-FLC4-R2-Time8,hBFA1:FLC4-R2-8,hBFA1:FLC4-R2,hBFA1,FLC4,R2,8,810857,-0.11887987781339061,698.9560439560439
hBFA1-FLC4-R2-Time16,hBFA1:FLC4-R2-16,hBFA1:FLC4-R2,hBFA1,FLC4,R2,16,338485,0.1922875726365194,441.30779986259137
hBFA1-FLC4-R2-Time24,hBFA1:FLC4-R2-24,hBFA1:FLC4-R2,hBFA1,FLC4,R2,24,450288,-0.0672465236824531,486.04190756101383
hBFA1-FLC4-R2-Time40,hBFA1:FLC4-R2-40,hBFA1:FLC4-R2,hBFA1,FLC4,R2,40,501961,-0.048290344907854894,525.5384615384615
hBFA1-GlyEtOH-R1-Time8,hBFA1:GlyEtOH-R1-8,hBFA1:GlyEtOH-R1,hBFA1,GlyEtOH,R1,8,1648916,-0.03489699930790433,854.186936936937
hBFA1-GlyEtOH-R1-Time16,hBFA1:GlyEtOH-R1-16,hBFA1:GlyEtOH-R1,hBFA1,GlyEtOH,R1,16,1563435,-0.030572463400892508,781.4523864320711
hBFA1-GlyEtOH-R1-Time24,hBFA1:GlyEtOH-R1-24,hBFA1:GlyEtOH-R1,hBFA1,GlyEtOH,R1,24,1157783,0.0072103963418777995,537.4170410169795
hBFA1-GlyEtOH-R1-Time40,hBFA1:GlyEtOH-R1-40,hBFA1:GlyEtOH-R1,hBFA1,GlyEtOH,R1,40,2457444,-0.03351129063307397,408.81756756756755
hBFA1-GlyEtOH-R2-Time8,hBFA1:GlyEtOH-R2-8,hBFA1:GlyEtOH-R2,hBFA1,GlyEtOH,R2,8,1729100,-0.0473291548134598,659.2631166797181
hBFA1-GlyEtOH-R2-Time16,hBFA1:GlyEtOH-R2-16,hBFA1:GlyEtOH-R2,hBFA1,GlyEtOH,R2,16,3351420,-0.05134439158071226,1068.641793045952
hBFA1-GlyEtOH-R2-Time24,hBFA1:GlyEtOH-R2-24,hBFA1:GlyEtOH-R2,hBFA1,GlyEtOH,R2,24,2923374,-0.018096365691527613,717.78376255612
hBFA1-GlyEtOH-R2-Time40,hBFA1:GlyEtOH-R2-40,hBFA1:GlyEtOH-R2,hBFA1,GlyEtOH,R2,40,2283582,-0.039591189879634794,188.79091620986688
hBFA1-SC-R1-Time8,hBFA1:SC-R1-8,hBFA1:SC-R1,hBFA1,SC,R1,8,1575308,-0.03473836996205342,599.010455104551
hBFA1-SC-R1-Time16,hBFA1:SC-R1-16,hBFA1:SC-R1,hBFA1,SC,R1,16,1552685,-0.027369730917930567,626.6510279348023
hBFA1-SC-R1-Time24,hBFA1:SC-R1-24,hBFA1:SC-R1,hBFA1,SC,R1,24,1584986,-0.026251355063551574,621.7947559226052
hBFA1-SC-R1-Time40,hBFA1:SC-R1-40,hBFA1:SC-R1,hBFA1,SC,R1,40,1558740,-0.031246458725270317,504.81242312423126
hBFA1-SC-R2-Time8,hBFA1:SC-R2-8,hBFA1:SC-R2,hBFA1,SC,R2,8,1883034,-0.07288307104024584,688.8059299191375
hBFA1-SC-R2-Time16,hBFA1:SC-R2-16,hBFA1:SC-R2,hBFA1,SC,R2,16,1737092,-0.06900475259597949,646.4616688963155
hBFA1-SC-R2-Time24,hBFA1:SC-R2-24,hBFA1:SC-R2,hBFA1,SC,R2,24,1867711,-0.07837893915772255,657.2038621530808
hBFA1-SC-R2-Time40,hBFA1:SC-R2-40,hBFA1:SC-R2,hBFA1,SC,R2,40,1759607,-0.0675209429136363,547.7266846361186
hBFA1-YPD-R1-Time8,hBFA1:YPD-R1-8,hBFA1:YPD-R1,hBFA1,YPD,R1,8,1328214,-0.2889253988459937,445.36561743341406
hBFA1-YPD-R1-Time16,hBFA1:YPD-R1-16,hBFA1:YPD-R1,hBFA1,YPD,R1,16,1884894,-0.28410737341840436,625.3556461630907
hBFA1-YPD-R1-Time24,hBFA1:YPD-R1-24,hBFA1:YPD-R1,hBFA1,YPD,R1,24,3388195,-0.27817737702893447,1056.470407080793
hBFA1-YPD-R1-Time40,hBFA1:YPD-R1-40,hBFA1:YPD-R1,hBFA1,YPD,R1,40,1850120,-0.2742350973784315,404.84261501210653
hBFA1-YPD-R2-Time8,hBFA1:YPD-R2-8,hBFA1:YPD-R2,hBFA1,YPD,R2,8,1712142,-0.14904648920070546,589.0238821138212
hBFA1-YPD-R2-Time16,hBFA1:YPD-R2-16,hBFA1:YPD-R2,hBFA1,YPD,R2,16,1996011,-0.1488259261152697,668.7363267384161
hBFA1-YPD-R2-Time24,hBFA1:YPD-R2-24,hBFA1:YPD-R2,hBFA1,YPD,R2,24,1847952,-0.1474086061579646,581.1772353793567
hBFA1-YPD-R2-Time40,hBFA1:YPD-R2-40,hBFA1:YPD-R2,hBFA1,YPD,R2,40,2023457,-0.14375883373644957,461.7357723577236
hBFA1-pH3_8-R1-Time8,hBFA1:pH3.8-R1-8,hBFA1:pH3.8-R1,hBFA1,pH3.8,R1,8,1952835,-0.06088509731892323,693.1662310507057
hBFA1-pH3_8-R1-Time16,hBFA1:pH3.8-R1-16,hBFA1:pH3.8-R1,hBFA1,pH3.8,R1,16,2204561,-0.0597051186972863,811.4095337286334
hBFA1-pH3_8-R1-Time24,hBFA1:pH3.8-R1-24,hBFA1:pH3.8-R1,hBFA1,pH3.8,R1,24,2539318,-0.06362347992754913,907.3566545576413
hBFA1-pH3_8-R1-Time40,hBFA1:pH3.8-R1-40,hBFA1:pH3.8-R1,hBFA1,pH3.8,R1,40,2296210,-0.06925441118792708,651.3125980135912
hBFA1-pH3_8-R2-Time8,hBFA1:pH3.8-R2-8,hBFA1:pH3.8-R2,hBFA1,pH3.8,R2,8,1711136,-0.1234742983965981,563.5342995169082
hBFA1-pH3_8-R2-Time16,hBFA1:pH3.8-R2-16,hBFA1:pH3.8-R2,hBFA1,pH3.8,R2,16,2404233,-0.09230806539383268,930.0061794404635
hBFA1-pH3_8-R2-Time24,hBFA1:pH3.8-R2-24,hBFA1:pH3.8-R2,hBFA1,pH3.8,R2,24,2823044,-0.1198971231938988,999.3196004505157
hBFA1-pH3_8-R2-Time40,hBFA1:pH3.8-R2-40,hBFA1:pH3.8-R2,hBFA1,pH3.8,R2,40,3102324,-0.14359198658220984,849.0212560386474
hBFA1-pH7_3-R1-Time8,hBFA1:pH7.3-R1-8,hBFA1:pH7.3-R1,hBFA1,pH7.3,R1,8,2499948,-0.11625410006160297,846.1200578592093
hBFA1-pH7_3-R1-Time16,hBFA1:pH7.3-R1-16,hBFA1:pH7.3-R1,hBFA1,pH7.3,R1,16,2244076,-0.11332542760773479,803.5989434935235
hBFA1-pH7_3-R1-Time24,hBFA1:pH7.3-R1-24,hBFA1:pH7.3-R1,hBFA1,pH7.3,R1,24,2563277,-0.10724742438616273,935.8709193661572
hBFA1-pH7_3-R1-Time40,hBFA1:pH7.3-R1-40,hBFA1:pH7.3-R1,hBFA1,pH7.3,R1,40,2719186,-0.11707749879440345,912.480231436837
hBFA1-pH7_3-R2-Time8,hBFA1:pH7.3-R2-8,hBFA1:pH7.3-R2,hBFA1,pH7.3,R2,8,2757245,-0.19704866498244997,917.0566298342542
hBFA1-pH7_3-R2-Time16,hBFA1:pH7.3-R2-16,hBFA1:pH7.3-R2,hBFA1,pH7.3,R2,16,2680456,-0.19353875291472417,934.9998125173349
hBFA1-pH7_3-R2-Time24,hBFA1:pH7.3-R2-24,hBFA1:pH7.3-R2,hBFA1,pH7.3,R2,24,2585981,-0.20212709014267907,883.8564774144497
hBFA1-pH7_3-R2-Time40,hBFA1:pH7.3-R2-40,hBFA1:pH7.3-R2,hBFA1,pH7.3,R2,40,2769573,-0.1970435824415044,897.3517495395948
