hBFA1:21C-R1-8,hBFA1:21C-R1-16,hBFA1:21C-R1-24,hBFA1:21C-R1-40,hBFA1:21C-R2-8,hBFA1:21C-R2-16,hBFA1:21C-R2-24,hBFA1:21C-R2-40,hBFA1:37C-R1-8,hBFA1:37C-R1-16,hBFA1:37C-R1-24,hBFA1:37C-R1-40,hBFA1:37C-R2-8,hBFA1:37C-R2-16,hBFA1:37C-R2-24,hBFA1:37C-R2-40,hBFA1:48Hr-R1-8,hBFA1:48Hr-R1-16,hBFA1:48Hr-R1-24,hBFA1:48Hr-R1-40,hBFA1:48Hr-R2-8,hBFA1:48Hr-R2-16,hBFA1:48Hr-R2-24,hBFA1:48Hr-R2-40,hBFA1:FLC4-R2-8,hBFA1:FLC4-R2-16,hBFA1:FLC4-R2-24,hBFA1:FLC4-R2-40,hBFA1:GlyEtOH-R1-8,hBFA1:GlyEtOH-R1-16,hBFA1:GlyEtOH-R1-24,hBFA1:GlyEtOH-R1-40,hBFA1:GlyEtOH-R2-8,hBFA1:GlyEtOH-R2-16,hBFA1:GlyEtOH-R2-24,hBFA1:GlyEtOH-R2-40,hBFA1:SC-R1-8,hBFA1:SC-R1-16,hBFA1:SC-R1-24,hBFA1:SC-R1-40,hBFA1:SC-R2-8,hBFA1:SC-R2-16,hBFA1:SC-R2-24,hBFA1:SC-R2-40,hBFA1:YPD-R1-8,hBFA1:YPD-R1-16,hBFA1:YPD-R1-24,hBFA1:YPD-R1-40,hBFA1:YPD-R2-8,hBFA1:YPD-R2-16,hBFA1:YPD-R2-24,hBFA1:YPD-R2-40,hBFA1:pH3.8-R1-8,hBFA1:pH3.8-R1-16,hBFA1:pH3.8-R1-24,hBFA1:pH3.8-R1-40,hBFA1:pH3.8-R2-8,hBFA1:pH3.8-R2-16,hBFA1:pH3.8-R2-24,hBFA1:pH3.8-R2-40,hBFA1:pH7.3-R1-8,hBFA1:pH7.3-R1-16,hBFA1:pH7.3-R1-24,hBFA1:pH7.3-R1-40,hBFA1:pH7.3-R2-8,hBFA1:pH7.3-R2-16,hBFA1:pH7.3-R2-24,hBFA1:pH7.3-R2-40
26.248960386318114,44.4668026511493,101.49249713215687,624.9149668022203,26.129515296964296,43.33613235003786,95.94772849644251,706.7834605531131,57.67483129469387,104.00058303678433,174.71990827988844,557.7334778200864,41.93833261233887,92.26459537317407,204.9142460684762,647.3580146400332,121.70272060271088,145.51775651253143,245.04717386530183,673.1456419751718,99.96401884426558,186.21812007783018,259.60060309235564,701.5847253165384,12.624245771539353,1.8985730780951209,5.004269152921807,2.477793369329466,75.54601833674035,155.01984127953452,229.03256600154185,523.7516935222001,118.41334714662138,241.30126792704837,514.7617637214229,1169.9948719458487,29.40161444472842,58.35759236107813,112.72763044932196,396.3706946573863,34.663669119238996,52.236495260806294,86.26737961715654,364.3159084572173,62.73107954860761,133.28473874965775,279.52880882235684,1022.5345260778482,60.41995742524332,141.08141811612145,265.75155514313826,959.7386528194767,56.82919778308485,110.50614881391529,178.07513844287996,496.77810968545367,41.45470862048949,116.64656391962217,190.42501655398945,518.3416353074209,48.58961348137007,74.85436196805952,133.97243106391775,259.0787485071602,46.16591137803716,80.23323022071152,110.22755476260983,267.2794395492588
158.7512911190093,148.77413451116436,141.33426230253545,133.4153075433719,165.34372207585827,147.88307173655906,136.11793488319196,124.20254643964331,222.31262416458236,188.75258647722947,150.20335659460358,113.69795853091897,192.1380315394063,183.94333733929852,203.1108232556579,124.94367690029145,171.1510612822429,126.38402986607782,134.03708656423453,124.26497078361376,151.30384619674206,161.3889757458493,133.56884654224206,139.89658386832326,42.811173103606116,15.938766358414467,17.628441784025267,5.052040777540356,65.80111010785909,46.4903827750333,37.542200530138246,9.962900204239018,93.02968087085648,71.86635705225387,57.60190041124215,22.452681532870166,177.2144630773184,155.72510721174174,145.53289198121593,115.460631186855,203.39224967801138,170.72047329092044,140.9447512888555,121.4287721023855,178.70879318019522,150.6929822879315,128.82995274503574,102.3629854027832,177.8924995379448,143.65274422185962,129.9846463420776,102.37684630410011,211.7570912798752,168.39857287268836,138.2554277790479,103.65778016479842,170.3324136783763,181.32241721730523,148.3497233889966,105.40787065875591,242.2401851711831,215.08450308035114,209.3358643131396,169.36275985140972,216.63613020187006,209.5708268891303,188.7641593608158,170.47696834470477
9.496099801954424,5.731653288513024,6.522363797233994,5.837065043452265,9.880236399030172,5.9337558805658634,6.082218389299892,5.239367945771187,12.307940706196334,9.02792929913872,13.810512409878875,20.15986894424795,14.698543901728032,9.15313360362551,8.891860808714403,21.935515183758866,12.144988836327377,6.475115121960735,29.17295522418235,29.76355906923533,13.386056117927328,1.967728567117047,25.30155618320982,24.936771458191615,4.759678898302662,0.5613820854016373,3.0001427648826273,2.245750820283959,52.92804394788789,205.9040848878613,375.77327129365494,1710.1252237145102,68.68449552572295,269.1389244299762,640.7730005864771,3386.2501738278534,14.47107177520805,19.41282553495451,28.48226148784983,74.56767737632366,8.341845298634846,16.870397765251283,27.701844615817212,72.2149520232456,20.59222031494077,33.93614680900879,60.13846135409918,157.1133592596733,18.52880914295552,34.888004585147115,54.14797665219001,140.12067950083886,16.57891136981448,20.559370150046092,35.04707319628062,90.13150054999824,25.774059533963793,21.480294065607662,36.900287821149234,93.21049507395918,16.153372513090222,17.69763893755206,17.99220969025147,21.34212181217165,15.004762315209328,19.606778684120084,22.61185342897605,25.889496461450552
45.162707857425524,53.46336635807456,58.15686387901163,63.35008605478244,52.85265534259337,53.729519445959696,61.095690215680136,76.50467374327461,51.69413241133564,33.6576643711003,27.09270076516282,12.920247777713554,48.59262954927183,34.59042439518467,28.131450034216034,12.119046343753242,73.17149349771478,77.56649690916768,54.32463535342297,90.10012124847495,56.41945179667959,86.65843592929227,58.29507576189718,59.259289012062965,57.76804709574733,41.467744859871104,86.04616812707339,138.81882607851156,22.965959836677367,13.877161888488223,2.499388113267422,4.273312610292189,30.496297733749863,26.94911029668872,20.493509367784185,9.63984869061993,38.72287892200738,36.69561753935331,36.51457051680539,36.71855426043556,40.96812269295716,41.85613323693175,41.29425144099315,43.75790757119226,40.84788751769458,43.35200702045462,42.89845050835667,39.18164597668624,39.2954834398844,43.39261328619122,40.53524951590471,46.85728660876062,34.83075064644208,40.63455840336169,41.490494516033564,53.83359744190442,49.91751430118362,43.28779795201854,48.91992458533271,50.22413066225446,41.96190388085231,37.26461903523,37.993167403103236,32.27253059710763,43.107191967569804,41.70416237184423,37.76951990263253,31.937622477158982
6.171951051460461,9.544003097061346,18.31651721732504,101.2104865069043,6.572235695807868,10.053318672834015,19.605741052372785,141.1377786503452,10.416785460464009,21.179208062269147,42.51811387902249,132.78302749618175,8.846723242895289,18.577580476570212,32.276339326828534,131.34748199481507,22.508693022331023,34.45708458771976,48.05864358468498,134.6066772011324,20.50769211102984,34.3662184053508,51.405533775351344,119.46827448421845,2.462153612071396,0.20356885949943018,0.9338513954862683,0.49093473279188354,20.087138958035855,38.17089147498839,28.157145428836266,142.24230810366882,28.41998579249561,62.64102791491597,122.847855204048,317.1739570202316,5.813010590304351,10.442554742742452,18.606959888851314,64.16239250936087,6.890418102875152,10.521696515482745,17.28018444806177,68.82106244666022,13.894366896348556,29.054953012756094,56.84753844406727,211.21084665780694,12.468074949869754,29.592030672417945,53.626505618475264,203.84954320307108,8.683184466676167,19.407299237084786,34.39724771677838,120.91130322534862,10.02931677103778,20.464628906436623,39.762740081436924,123.97071324535457,10.011782401789606,14.391345293925289,26.012113488112263,57.505982791983506,9.750920909681879,17.40621381312176,24.951741560844276,59.601049609379764
3.893413905966351,4.191558765094287,6.5557566495354225,23.773656026220095,4.11178767016715,3.783914087746932,6.095638528508809,24.993783697941506,11.141372803613008,14.290813157445802,17.92432151469681,27.19511102296671,8.560489790864827,11.896738724293963,20.045776435387868,28.672371875769205,17.480550214296517,12.241117122708905,30.82700038730147,51.74580791490396,15.061186984822575,9.564452320574754,29.78562482743561,52.053750361857766,11.913754752237637,9.29442863011473,30.526818808174223,73.8757546489404,29.60418148229058,79.78970216216491,140.92647555984902,389.4732694884349,46.98519854332278,113.17505580406826,259.51764094328155,774.4100834135975,9.077475381755509,11.917780621799162,16.236065252782364,36.88084182236844,4.71635721010027,9.016277590478541,11.105711909954943,25.83416700836171,6.866752443059388,10.755735667823073,15.991140547790309,35.65617580674236,7.7959102980578425,12.03546246973456,14.763107203826593,38.591242343555436,11.684241357884662,14.024653873070893,17.938383656431316,34.141353220380005,9.34503227732985,14.709220263542633,20.68907180514589,36.42234693813242,5.463233494042219,4.907806680058018,4.46797531725204,2.9009085989939623,5.622883989973666,6.566989227495764,4.450406723294914,3.517839396502289
8.690110398306848,6.2064352369044276,8.127935496256981,9.394736997211771,9.023964558432413,6.58686377250825,8.295590158113088,9.141651010300384,12.521224870079445,16.196435983612055,19.91293208271188,36.66614231886203,10.264964095077,15.092073046060788,24.486832941626325,38.231179972405556,13.161903346936258,7.727648811864613,15.350749971115887,18.312348801759367,8.43358566644963,5.1578326085254,15.609607290991102,18.29022414129691,1.8395675166262695,0.33566241642329125,0.537286716208374,0.49667999820002434,22.697516309201752,50.179728475969846,72.0416921041038,194.85465264492112,32.04027739617151,71.66091105283755,148.1354367318067,373.0178058767331,9.771836634084549,15.067888894896905,19.476836525659664,36.64514863049233,8.035487338316486,13.601563460607508,17.451914955615973,32.91062634510623,15.222058668667222,23.434456531261976,38.23085399248241,90.32944940746194,14.004470347325777,23.84224917571144,35.96013084138892,78.12429721910706,19.201522042674792,16.584471077738318,19.278150659405938,26.383447690533462,18.726088680572836,18.701238728118742,21.283103979710667,26.606855637612085,14.047808851431824,14.287409687106457,12.549480629291578,9.34601724929015,14.02639937349909,15.195205293855743,12.484041025199424,10.155109377377267
20.095886094127223,18.98415451625124,19.3852622479761,17.514036093618593,21.230805053631645,20.57910629985205,20.777295857704562,18.434363113647514,21.85449106530928,22.03553407305325,21.11722211258918,18.10383162241077,20.909418810028647,22.52487791139862,19.314289962016876,17.53086904493788,14.917534963952834,11.911759852558108,12.444085360350252,12.60054553933388,12.467872086197586,11.170137129744532,13.352011872657732,11.862864082793509,16.675969577035488,11.36700072219593,18.714708835150383,20.13093710201023,10.235070795522523,6.7556610386738605,2.6164015796197124,1.704951297144961,13.41392812359294,11.35729547264309,8.336850828283776,3.6695936602719876,20.305879823742654,16.1421229790489,14.10306343643756,12.164837160093644,19.678235080417295,17.99991733441135,15.973456356935598,13.717950789382066,21.03853918348935,19.312123579404282,17.3053368036824,13.777181150221537,20.44725957646439,18.28566316704285,17.165666830394166,13.978484413215591,16.91856424395928,15.649409778651277,14.685033554978316,13.070441665294211,21.934322520692945,16.890659911707438,16.091446335538482,12.906165377340395,19.124310055610668,14.977682814027066,10.711999152521845,5.160713837781631,20.380776091214496,15.080043965958199,10.891519426745475,5.197954417745117
16.912591331335747,16.635642558946,16.012265734233072,15.259741627948273,16.58360148948141,16.96645612968847,16.59105398371046,15.994423303187906,18.059472550075704,18.12396999968417,16.8403738516401,13.747425983052581,17.38070333508715,17.200686048494013,17.942230320320892,13.664971507876226,19.95283225822892,16.22876929433526,14.764178157409354,13.55528440604579,16.939495720331422,19.219569424668933,15.035662776854458,13.452540807990028,4.810546415278079,0.866410719008084,2.2037878855732864,0.7896205929070461,7.614034638894037,5.147981402565371,2.650286528616483,1.110511134980392,11.831267841607106,9.09827942686686,6.780633038075792,2.8712440272054813,16.559890193988366,15.587248147066367,13.946908861145301,11.75687114839426,18.64926136418171,15.835897653966848,16.182767967611174,13.699363626191445,16.911359579098725,15.771578671163715,14.004112820285336,12.438148212340792,16.87372023575838,15.45818668398363,14.158585884975471,12.679373674071442,16.561127757976905,15.417839867199724,14.827528770479166,11.80449631830794,15.804945990508813,16.38077344584753,14.820033379023922,12.535341302426596,21.88213074895012,20.26137080597952,18.937619293015572,17.521404418963986,20.984607371219177,20.025586039278334,18.722110337555165,17.013656910807903
16.399971455868766,14.083756334084656,13.920158333235511,11.566592844447632,16.35013915359052,14.620447961446834,14.003057473446589,11.5025798703871,22.856109026957466,18.853259661348712,16.048382039483883,11.939477774668767,19.4769390184325,17.8632245508356,24.261460072924436,13.246512594077469,13.788295711481913,8.935762016189004,11.405226907487974,7.602737272990549,9.773551708498472,11.059331015946311,11.206112910549603,8.182837470690792,8.781174361348906,46.04576013877867,14.549557380788434,13.698048117581752,7.544469071174904,5.528927610708642,4.145566620556569,1.227951139178001,13.984978710521824,9.422513534673678,7.39844304532718,2.7378102929615484,18.864535110399675,17.128825247272257,16.2176811572225,13.15531527770545,18.48646849307024,17.95986091931284,14.554648915309592,11.60820173828958,15.038152220176954,14.062326148990556,12.261400397875418,10.456294939687025,16.396537109171252,13.321469504120852,12.118243902567613,10.529428701533554,23.208343285761742,18.863019864641796,14.255836779697667,9.859444170617273,17.34870154763371,18.74098160702063,15.096803295777228,10.01078988160315,18.627258027333724,13.756307811645831,8.976699432487619,3.4762685070982555,17.383407174912485,12.085575875424599,7.01117138062177,3.1121127209129185
