hBFA1:21C-R1,hBFA1:21C-R2,hBFA1:37C-R1,hBFA1:37C-R2,hBFA1:48Hr-R1,hBFA1:48Hr-R2,hBFA1:FLC4-R2,hBFA1:GlyEtOH-R1,hBFA1:GlyEtOH-R2,hBFA1:SC-R1,hBFA1:SC-R2,hBFA1:YPD-R1,hBFA1:YPD-R2,hBFA1:pH3.8-R1,hBFA1:pH3.8-R2,hBFA1:pH7.3-R1,hBFA1:pH7.3-R2
2.306349370201337,2.224281185046053,3.4939065956040656,3.1400569557981166,4.226476083990987,4.179820150983899,2.201141044464799,3.978859443177882,4.324743348824929,2.7552473936580806,2.8258294533462758,3.4850938707194086,3.502984911751726,3.567730129955755,3.3337075607083575,3.50204057130452,3.4471221511279886
5.09537370748658,5.151269283071299,5.563914656256994,5.443296184265462,5.099710623622866,5.065093276916328,4.101702953613739,4.784682951075701,4.975206663161431,5.2766630470398965,5.403007124429955,5.301569368715391,5.276135257907071,5.49763102024959,5.363822746052383,5.570757497880832,5.448044930685886
2.1637289263703643,2.249691395053334,2.1538805353120205,2.188505680881122,1.9318854399955527,1.4876753606069961,0.7862101891989433,3.3760250473935867,3.4937692847901665,2.181414201659624,1.6824323671441124,2.522347497304402,2.4856525869353927,2.2669686989655515,2.6347194689961824,2.717618554137262,2.6592463710140275
3.780874123310521,3.831274424915015,4.260016820626381,4.2595113052642555,4.174942666775025,4.224420028378301,3.562924624862646,3.2778448464925782,3.815893304991933,3.6445424279596628,3.6944535325896024,3.766189242216645,3.6441517876081377,3.4563131716514386,3.8348970423685587,3.782087690628614,3.8620568888022704
0.9395006483036727,0.874668881141706,1.7656335793018911,1.5290008117029854,2.6331775094887924,2.623494899841667,0.26119231803475473,2.4749649412366477,2.879120428101299,1.1463261902323871,1.2412961563772054,1.9872650692174396,1.9157294487549608,1.584052969685264,1.7385448907825554,1.8445475179946782,1.8923166480492044
0.6573447538990977,0.615952282071986,2.205156451740318,1.9002876391075787,2.289169936994665,2.041543475562209,1.684255906377593,2.958972829051808,3.2887584318466985,1.7968331541175884,1.2351473016489745,1.5365506523118828,1.6428211185334614,2.1302326042892474,1.9695553588607706,1.9008695067098702,1.976543300641187
1.9515891240430219,2.026627096831051,2.2407974839614915,2.063882801332227,2.19407423707919,1.645041385051167,0.17081211532803847,2.7227414525876896,2.998332611232393,2.0038458089898366,1.8279257613135087,2.276138404158537,2.2736856539136103,2.7392482145253787,2.7906428339005283,2.8176391177250433,2.807488239913668
3.0295639788352235,3.101173942203121,3.1686026817465702,3.14330850499991,2.639332039117581,2.504253878868854,2.561514424963891,2.7095329344124384,3.026476108299026,3.0711828499056653,3.0653970792188785,3.1648085576431986,3.1074548927466905,2.8842344654354304,3.1504815064013925,3.3316976822637323,3.3854734798637596
2.857673824039519,2.8361140404478364,3.008137727509073,2.9657087226206675,3.018129853039812,2.975908463783163,1.4304363607910817,2.5390562744290888,2.89505230226331,2.9047366835869055,2.9630692593506134,2.902199202450808,2.883767663180922,2.9081367300147805,2.87262659764212,3.1251164300409107,3.09740712516791
2.8548370361857054,2.8741225903852596,3.2719376434654155,3.1411059274862843,2.6527515393894863,2.444366793219352,2.860748594652642,2.597125494375126,3.0825531712660155,3.0292659624588927,3.074729535061795,2.809128315395635,2.8468245867369317,3.3516260234820665,3.118539768189888,3.4196407767241093,3.309681906913873
1.3060171770711464,1.3365027411596515,1.2612008833420607,1.3601960550269523,1.1657119605424868,0.7969139092594273,-1.0195006415914811,2.251525295025847,2.1084927641168036,1.315443760027171,1.0089218354259493,1.673639560904213,1.6703492536798927,1.4527894509359967,1.896576912396419,1.9304290431786266,2.1090674371589886
-0.34438346760201344,-0.43452993554880415,0.26130422344926396,0.3655434234533592,0.9637302570658481,1.1760594430180988,-2.1380026459719033,1.2197807836362193,1.304408907155839,9.329773589294987e-05,-0.08968237003631319,0.8904324945284803,0.8250687875933862,-0.14486409995971838,0.25105986908525346,0.4766442524926138,0.6582429081309527
0.796682720926245,0.7526915577357282,0.9461380360886856,0.7975531589785865,0.671271396124387,0.11862182474482352,-0.4353566553642564,1.7938026107964276,2.231920893520356,0.6063317489781848,0.25242894250578907,0.931174712303332,0.9268248644441244,1.4216651606518673,1.2144099147000411,1.4219225411909722,1.1945699303052029
2.5306253817778877,2.613345111001691,2.665501852861727,2.6011639845236454,2.506946669598203,2.3483000691310756,2.1517268127855513,2.2755645633528228,2.6124806433388423,2.645688202565185,2.689682601660003,2.703331111641891,2.601483367867098,2.488284084246845,2.692970794322922,2.7694645370035493,2.8187142952051882
0.5232712426456143,0.6491224074756059,2.0276492532157877,1.750513393616852,0.6320310369481936,0.2234117921125537,-0.8669514845688955,1.847485787102551,2.194167200183382,1.2204791981607404,1.0606766897966087,1.2092608249158245,1.1764811353995637,1.3465066340199783,1.562639721307441,2.1114089761515724,1.7485584058836414
