kinsler_sample_label,sample,assay,treatment,rep,timept,total_raw_count,bias_prevalence,normalization_factor
I2,1.8%Gluc-R1-T2,1.8%Gluc-R1,1.8%Gluc,1,2,2010910.0,-0.0621437590474363,2016.7414033992427
I3,1.8%Gluc-R1-T3,1.8%Gluc-R1,1.8%Gluc,1,3,336244.0,0.284776940791578,254.11565663656958
I4,1.8%Gluc-R1-T4,1.8%Gluc-R1,1.8%Gluc,1,4,681736.0,0.07387673305212139,362.22802197802196
J0,1.8%Gluc-R2-T0,1.8%Gluc-R2,1.8%Gluc,2,0,862618.0,-0.002915180951830853,
J1,1.8%Gluc-R2-T1,1.8%Gluc-R2,1.8%Gluc,2,1,3090634.0,-0.2127119332511339,3737.9972222222223
J2,1.8%Gluc-R2-T2,1.8%Gluc-R2,1.8%Gluc,2,2,2188349.0,-0.013374595896481822,2055.3719641887415
J3,1.8%Gluc-R2-T3,1.8%Gluc-R2,1.8%Gluc,2,3,384946.0,0.18122841740393425,277.52243292912755
J4,1.8%Gluc-R2-T4,1.8%Gluc-R2,1.8%Gluc,2,4,620947.0,0.044858111743681484,286.74444444444447
1.6%-T0,1.6%Gluc-R1-T0,1.6%Gluc-R1,1.6%Gluc,1,0,49202.0,-0.003436300254969487,
1.6%-R1-T1,1.6%Gluc-R1-T1,1.6%Gluc-R1,1.6%Gluc,1,1,144748.0,0.037772660819256815,299.5970149253731
1.6%-R1-T2,1.6%Gluc-R1-T2,1.6%Gluc-R1,1.6%Gluc,1,2,186883.0,0.0017665496728775237,312.719701043392
1.6%-R1-T3,1.6%Gluc-R1-T3,1.6%Gluc-R1,1.6%Gluc,1,3,239999.0,0.023208286493070086,311.54298615363194
1.6%-R1-T4,1.6%Gluc-R1-T4,1.6%Gluc-R1,1.6%Gluc,1,4,677668.0,-0.06274749698520442,590.3283582089553
1.6%-T0,1.6%Gluc-R2-T0,1.6%Gluc-R2,1.6%Gluc,2,0,49202.0,-0.00023186382603781984,
1.6%-R2-T1,1.6%Gluc-R2-T1,1.6%Gluc-R2,1.6%Gluc,2,1,101689.0,0.002859557986565807,212.70454545454547
1.6%-R2-T2,1.6%Gluc-R2-T2,1.6%Gluc-R2,1.6%Gluc,2,2,254212.0,-0.02059864475268372,463.2734655957081
