M3-R1,M3-R2,M3-R3,M3-R4,EC3-R1,EC3-R2,EC3-R3,EC23-R1,EC23-R2,EC23-R3,EC21-R1,EC21-R2,EC21-R3,EC20-R1,EC20-R2,EC20-R3,EC18-R1,EC18-R2,EC18-R3,EC13-R1,EC13-R2,EC13-R3,Baffled-R1,Baffled-R2,1.8%Gluc-R1,1.8%Gluc-R2,1.6%Gluc-R1,1.6%Gluc-R2,1.5%Suc1%Raf-R1,1.4%Gluc-R1,1.4%Gluc-R2,0.5MKCl-R1,0.5%Raf-R1,0.5%Raf-R2,0.2MKCl-R1
0.2047143801111388,0.27934907439252915,0.26570463541458195,0.2601440537943301,-1.1976585232336125,-1.01632427782963,-1.1409754200374693,0.020025734657439342,0.03447112448844622,-0.05208492324667549,0.08346902208990015,0.09661549900524674,-0.023523084837962616,-0.022127461066572207,-0.09133689549629215,0.03955117623365552,-0.39504669065414877,-1.0511241543596903,-0.5340667865275934,-0.5124546692908799,-0.4605991865099768,-0.6118453452519856,0.41971370279034087,0.3447619086892297,0.20553443732601445,0.2731925036247531,-0.9635019783941482,-0.5787047003679731,0.08978946869834492,0.22771791701187585,0.13676973025375144,0.34891313676460467,0.1842007578569293,0.12174783176453152,0.34234858132780965
2.8829006238610204,2.730479782387436,2.92359323598696,2.6177396549445096,3.5441396153607054,3.769974300397151,3.410857706131041,1.5730348726022514,1.589544429668099,1.5665036927889457,2.2644621065817945,2.3982537617686708,2.1852564907001204,1.5806073817495792,1.6563730307218436,1.911806100121134,3.7944263727396734,3.4733504738034124,3.3474796211264453,2.527720325217823,2.613376868350506,2.386330032908403,2.1903244531696258,2.2328777176091137,2.459611060182189,2.5806520091831198,1.9738655526770703,1.9399712466085726,3.41685850474959,2.7883227673853197,2.865103165364781,-0.2570279930356518,3.167279368584345,3.266610038812138,2.84435946590025
0.0009091806589996976,-0.036561943049602016,-0.20335667096114454,-0.02838539728644239,0.6815330823566352,0.7934104272515883,0.6899772423941413,-0.06983249299790008,-0.18580005942913974,-0.18585806186256534,-0.30666403498511347,-0.5252178592489797,-0.16463486745264277,-0.055353621074425416,-0.11801632427350385,-0.1451056158371387,1.0800113153220716,0.7896009751991407,1.2009631771359413,1.2889913060050426,1.2723169468575137,1.0212327409957611,0.17584312589241136,0.1472863291696591,-0.15779831651931298,-0.017592933217754455,0.4448453931571655,0.44265091538642787,0.017759354643423438,0.027998870932125903,-0.1804872836206157,-0.025066012037278984,-0.11626243808034033,-0.23638422415891178,-0.09431764021392314
1.9036386704102854,1.9209523754867286,2.184983135959702,1.7791145424626953,3.6013900086392328,3.8683360031698575,3.5065543076748824,0.8354400620550673,0.82982292923819,0.7258194739549457,1.0975916803012264,1.0095259429204284,1.0445856227093202,0.790565030460507,0.784810605371167,0.734695205613626,3.493241117685639,3.4570106285772773,3.573025736602787,2.887913235528011,2.579761119078684,2.6577079433833086,1.6022826247117883,1.6578012466199938,1.5952303753725428,1.7108552197201343,2.048036834191396,2.160772806698785,2.3225663982983127,1.852482412240818,1.954817725315193,1.368111943944615,2.145560404878755,2.206624743433416,1.8868872943099348
1.5240879916141212,1.2357237125232512,1.3905762178742398,1.367731931597987,2.9291813895199814,3.0003467914442625,3.2518904317940054,1.3374283340118949,1.4601096370609765,1.393815799066599,1.5839687171155294,1.3765188820117205,1.8386049382862435,1.5597790829307756,1.6233383664835843,1.3769303618745157,2.745757728104707,3.1258417597720505,2.7151093906777524,2.3096685102061763,2.31207331690522,2.409305206134191,1.3817795472628345,1.3453942370229126,1.2236733835867177,1.2457194987854598,1.5568368596334707,1.5373844082469832,1.4527723789860387,1.3131993159828776,1.6369429703336702,1.1842436992478997,1.5908028184307157,1.6211412066466337,1.2931210237024677
1.9010245366950929,1.6084397649480433,1.9626736815362928,1.4130364495444407,1.2379790212070259,1.3484702164841145,1.4136721956808285,0.9115593830590925,1.0128572510899483,1.0789751012697968,0.8109297039810244,0.2244323874676799,1.4951281241532315,1.318587938515899,1.594127619482909,0.7051945444226371,0.8589845839958647,0.8920838169233425,0.4477607236285899,0.02521048970734663,0.3113603272536909,0.1729760339224624,0.7849900186722385,0.8665770133247701,1.3053642213215904,1.375394304581346,-0.835318995613843,-0.6322733539899548,2.5737328959794152,1.8463661989428335,2.09773036997713,-3.302506297128664,2.4974537784161988,2.4390520675986904,1.7546357606399425
-9.898828760340491,-8.3068778155058,-6.962459412267156,-9.20023415623433,0.8223359669205774,0.9073665677288387,1.0128402546713204,-8.57609582931983,-7.4966018768886595,-7.834901785751472,-7.089687527684491,-6.918417575201243,-7.004914367238964,-7.608715822511635,-8.330107492422908,-5.3582841622990385,0.7895288925634336,0.9845733539089923,0.7475993669821568,0.03842329134087974,0.37716042220811796,0.3680654276779918,-9.474743978017047,-9.510823993207481,-10.061690754319043,-9.896368898717594,-0.9763153807344388,-1.079592078182479,-7.9833553271372,-9.720000547221455,-9.826896064703234,-10.339212719033569,-9.753834305108107,-9.705377190256629,-9.768248124214459
0.004013096866764182,-0.21352365748325874,-0.23489275820783131,-0.03196744261003748,-2.876308805485733,-3.539901585211461,-3.179191849400074,-0.34984507886850064,-0.3162580242988545,-0.33460074524577194,-0.41413016480234566,-0.47417199262578813,-0.35123139308364465,-0.42673633255512994,-0.3435203030078844,-0.25020310149581193,-4.255080417068136,-2.9404563149384546,-2.548142864852038,-2.518060123599847,-2.7452311101793807,-3.030656473902983,0.11302143203526732,-0.0157383715949109,-0.008088934722364598,-0.08821326592396067,-2.173327187356424,-2.2268265519203734,-0.5751610405175787,-0.1058661647105627,-0.06232310802702096,0.06383344996807297,-0.1530603611388599,-0.08595413331215918,0.027031361276088517
0.46046091480168805,0.27369492937396434,0.5602432133954285,0.011544180631950951,1.7826482370766836,2.0499394798186295,1.954309058594266,-0.7870276096340498,-0.4456481158566876,-0.3733320542745018,0.6091004930456363,0.6541010711164872,0.4314917820476396,-0.29750024793647367,0.06440340178810278,0.11827652659197452,1.4081818702132547,1.5722193439570713,0.941852075554648,0.756099141090846,0.9400293194845424,0.7033381419224582,-0.6818448961731082,-0.4864104847871399,-0.026161383936849525,-0.038027080281303194,-0.30350000497826946,0.04094015538582202,1.1931956630636908,0.44525510289233594,0.5481555442683979,-5.638514695226993,1.083548906093363,0.8767766198387958,0.37845203961705964
0.08651297690998414,-0.13756814655038432,0.07145291393624902,0.07987677528170964,-0.8329164782697607,-0.5874500081173537,-0.7182349762010961,0.22793323493308712,0.26863257437132876,0.27357592551644083,0.4603446309197201,0.3545862404039385,0.22277260239686716,0.05056079891569015,0.18327101933961054,0.4328889983377996,-0.18808065652245998,-0.23699040901461566,-0.3437574755448897,0.10044020983490426,0.13808423236474193,-0.049800837242007234,0.28424068981392847,0.1519654399933301,0.18503598814150782,0.17591298424399532,-0.4004092015361823,-0.40304529652370613,-0.19888081456790346,0.03259619849800905,0.09905588815328839,0.2063188124015165,0.036657591562822056,-0.03521344677000529,0.2551523839035384
